Date,Product,Category,Region,Channel,Units_Sold,Unit_Price,Stock_Remaining
2027-08-08,Tablet,Electronics,South,Store,43,1462,159
2027-08-09,Mouse,Accessories,North,Store,25,1007,183
2027-08-10,Monitor,Electronics,North,Store,25,1210,265
2027-08-11,Tablet,Electronics,North,Online,49,279,167
2027-08-12,Keyboard,Accessories,West,Store,21,1235,144
2027-08-13,Laptop,Electronics,East,Store,9,1245,185
2027-08-14,Keyboard,Accessories,West,Store,48,1228,373
2027-08-15,Headphones,Accessories,South,Online,38,177,352
2027-08-16,Monitor,Electronics,South,Store,22,118,261
2027-08-17,Keyboard,Accessories,South,Store,43,260,422
2027-08-18,Mouse,Accessories,South,Online,23,221,494
2027-08-19,Headphones,Accessories,North,Store,49,653,273
2027-08-20,Headphones,Accessories,North,Store,4,1139,456
2027-08-21,Keyboard,Accessories,West,Online,29,765,327
2027-08-22,Keyboard,Accessories,East,Store,15,509,344
2027-08-23,Monitor,Electronics,South,Store,1,598,222
2027-08-24,Laptop,Electronics,West,Store,30,1261,41
2027-08-25,Keyboard,Accessories,North,Store,29,546,3
2027-08-26,Printer,Electronics,North,Store,20,292,275
2027-08-27,Keyboard,Accessories,East,Online,33,1262,283
2027-08-28,Tablet,Electronics,East,Online,41,805,423
2027-08-29,Mouse,Accessories,East,Online,44,1375,192
2027-08-30,Printer,Electronics,West,Store,36,472,103
2027-08-31,Printer,Electronics,North,Store,22,1195,246
2027-09-01,Tablet,Electronics,North,Store,13,366,299
2027-09-02,Tablet,Electronics,East,Online,7,835,22
2027-09-03,Headphones,Accessories,South,Store,8,433,440
2027-09-04,Laptop,Electronics,East,Store,28,450,302
2027-09-05,Mouse,Accessories,West,Store,45,398,12
2027-09-06,Monitor,Electronics,East,Online,43,1017,143
2027-09-07,Printer,Electronics,East,Online,9,914,217
2027-09-08,Monitor,Electronics,West,Store,25,447,182
2027-09-09,Keyboard,Accessories,East,Store,16,1127,350
2027-09-10,Keyboard,Accessories,North,Store,10,211,241
2027-09-11,Monitor,Electronics,South,Online,11,60,192
2027-09-12,Keyboard,Accessories,East,Online,31,1352,464
2027-09-13,Laptop,Electronics,West,Online,12,1421,271
2027-09-14,Tablet,Electronics,South,Store,31,155,374
2027-09-15,Keyboard,Accessories,West,Online,14,125,164
2027-09-16,Headphones,Accessories,South,Store,44,538,179
2027-09-17,Keyboard,Accessories,South,Store,32,833,116
2027-09-18,Mouse,Accessories,East,Online,17,145,265
2027-09-19,Laptop,Electronics,North,Store,35,1400,377
2027-09-20,Mouse,Accessories,East,Online,1,419,37
2027-09-21,Mouse,Accessories,West,Store,29,98,43
2027-09-22,Headphones,Accessories,West,Store,4,408,350
2027-09-23,Laptop,Electronics,South,Online,23,93,73
2027-09-24,Laptop,Electronics,South,Store,28,1048,437
2027-09-25,Laptop,Electronics,North,Store,16,101,368
2027-09-26,Laptop,Electronics,East,Store,12,795,225
2027-09-27,Laptop,Electronics,West,Store,21,1010,306
2027-09-28,Headphones,Accessories,South,Store,45,1448,307
2027-09-29,Keyboard,Accessories,North,Store,17,297,453
2027-09-30,Mouse,Accessories,West,Store,40,859,347
2027-10-01,Laptop,Electronics,South,Store,13,243,475
2027-10-02,Printer,Electronics,West,Online,32,1111,314
2027-10-03,Keyboard,Accessories,North,Online,37,1363,12
2027-10-04,Keyboard,Accessories,North,Store,15,625,424
2027-10-05,Mouse,Accessories,West,Store,12,38,11
2027-10-06,Headphones,Accessories,East,Online,49,659,49
2027-10-07,Monitor,Electronics,West,Store,15,1386,487
2027-10-08,Monitor,Electronics,South,Online,34,1386,312
2027-10-09,Keyboard,Accessories,East,Online,6,116,433
2027-10-10,Tablet,Electronics,South,Online,17,1095,248
2027-10-11,Tablet,Electronics,West,Store,48,194,118
2027-10-12,Mouse,Accessories,East,Store,49,1381,56
2027-10-13,Monitor,Electronics,South,Store,20,1396,181
2027-10-14,Keyboard,Accessories,West,Online,9,1434,449
2027-10-15,Headphones,Accessories,West,Online,5,1158,263
2027-10-16,Monitor,Electronics,East,Online,23,367,105
2027-10-17,Keyboard,Accessories,West,Store,33,20,190
2027-10-18,Keyboard,Accessories,North,Online,38,82,136
2027-10-19,Laptop,Electronics,South,Online,14,245,187
2027-10-20,Headphones,Accessories,South,Store,17,442,119
2027-10-21,Laptop,Electronics,West,Online,19,1062,241
2027-10-22,Mouse,Accessories,West,Online,33,50,318
2027-10-23,Laptop,Electronics,North,Store,1,864,71
2027-10-24,Printer,Electronics,East,Store,13,652,242
2027-10-25,Laptop,Electronics,West,Online,46,43,130
2027-10-26,Printer,Electronics,West,Store,27,856,456
2027-10-27,Monitor,Electronics,West,Online,6,1002,268
2027-10-28,Tablet,Electronics,West,Store,6,1254,392
2027-10-29,Keyboard,Accessories,South,Online,33,180,478
2027-10-30,Printer,Electronics,West,Store,30,1298,472
2027-10-31,Headphones,Accessories,South,Online,46,133,51
2027-11-01,Laptop,Electronics,West,Store,35,523,491
2027-11-02,Printer,Electronics,East,Store,23,974,61
2027-11-03,Headphones,Accessories,North,Store,10,1263,118
2027-11-04,Tablet,Electronics,East,Store,19,376,364
2027-11-05,Tablet,Electronics,West,Store,28,188,263
2027-11-06,Laptop,Electronics,West,Store,23,988,238
2027-11-07,Mouse,Accessories,West,Store,4,261,350
2027-11-08,Laptop,Electronics,East,Online,20,1418,380
2027-11-09,Monitor,Electronics,West,Online,19,158,254
2027-11-10,Printer,Electronics,East,Store,42,116,172
2027-11-11,Keyboard,Accessories,South,Store,27,166,308
2027-11-12,Mouse,Accessories,North,Online,34,1225,236
2027-11-13,Laptop,Electronics,North,Online,4,1100,318
2027-11-14,Headphones,Accessories,East,Store,38,1085,94
2027-11-15,Mouse,Accessories,South,Online,7,885,336
2027-11-16,Printer,Electronics,East,Online,48,562,494
2027-11-17,Mouse,Accessories,South,Store,7,711,56
2027-11-18,Printer,Electronics,West,Store,26,1045,437
2027-11-19,Laptop,Electronics,South,Store,26,1331,402
2027-11-20,Printer,Electronics,South,Online,19,1181,66
2027-11-21,Mouse,Accessories,South,Store,9,923,45
2027-11-22,Headphones,Accessories,North,Store,20,749,93
2027-11-23,Tablet,Electronics,South,Online,42,1265,137
2027-11-24,Mouse,Accessories,West,Store,45,350,368
2027-11-25,Printer,Electronics,West,Online,16,636,92
2027-11-26,Tablet,Electronics,West,Online,17,423,231
2027-11-27,Printer,Electronics,South,Online,22,527,401
2027-11-28,Headphones,Accessories,East,Online,13,1170,395
2027-11-29,Printer,Electronics,East,Online,12,1308,48
2027-11-30,Laptop,Electronics,West,Online,10,1058,22
2027-12-01,Keyboard,Accessories,North,Store,1,245,61
2027-12-02,Mouse,Accessories,East,Store,32,1003,266
2027-12-03,Keyboard,Accessories,South,Store,30,884,328
2027-12-04,Printer,Electronics,East,Online,8,1148,117
2027-12-05,Headphones,Accessories,West,Store,21,764,439
2027-12-06,Mouse,Accessories,North,Online,22,512,87
2027-12-07,Printer,Electronics,East,Store,18,338,88
2027-12-08,Tablet,Electronics,East,Online,2,1262,54
2027-12-09,Monitor,Electronics,West,Store,48,1320,152
2027-12-10,Printer,Electronics,North,Online,44,792,238
2027-12-11,Keyboard,Accessories,North,Store,9,1384,264
2027-12-12,Mouse,Accessories,West,Online,3,471,267
2027-12-13,Keyboard,Accessories,South,Store,26,1412,394
2027-12-14,Mouse,Accessories,East,Online,21,963,112
2027-12-15,Printer,Electronics,South,Store,30,867,165
2027-12-16,Laptop,Electronics,East,Store,28,1036,155
2027-12-17,Tablet,Electronics,East,Store,36,1233,7
2027-12-18,Printer,Electronics,South,Online,26,903,201
2027-12-19,Keyboard,Accessories,West,Online,34,438,216
2027-12-20,Monitor,Electronics,West,Online,8,884,430
2027-12-21,Monitor,Electronics,East,Online,10,808,291
2027-12-22,Headphones,Accessories,West,Online,48,514,380
2027-12-23,Mouse,Accessories,East,Store,43,1082,49
2027-12-24,Keyboard,Accessories,West,Online,14,181,106
2027-12-25,Headphones,Accessories,East,Store,40,140,8
2027-12-26,Keyboard,Accessories,West,Store,15,418,232
2027-12-27,Mouse,Accessories,North,Online,17,1305,187
2027-12-28,Printer,Electronics,South,Store,18,747,455
2027-12-29,Printer,Electronics,North,Online,32,580,322
2027-12-30,Monitor,Electronics,South,Online,38,623,308
2027-12-31,Printer,Electronics,South,Online,23,1172,337
2028-01-01,Printer,Electronics,East,Store,46,559,109
2028-01-02,Laptop,Electronics,South,Online,23,375,482
2028-01-03,Monitor,Electronics,North,Online,35,679,144
2028-01-04,Headphones,Accessories,North,Online,39,451,227
2028-01-05,Tablet,Electronics,West,Store,15,1108,308
2028-01-06,Laptop,Electronics,North,Online,24,1261,411
2028-01-07,Headphones,Accessories,West,Store,28,582,113
2028-01-08,Mouse,Accessories,South,Store,16,1470,62
2028-01-09,Laptop,Electronics,North,Online,16,836,398
2028-01-10,Headphones,Accessories,South,Store,40,1117,274
2028-01-11,Mouse,Accessories,North,Store,39,1468,123
2028-01-12,Monitor,Electronics,North,Online,6,730,85
2028-01-13,Tablet,Electronics,West,Online,2,1235,69
2028-01-14,Mouse,Accessories,South,Online,13,1232,46
2028-01-15,Printer,Electronics,North,Store,44,31,198
2028-01-16,Keyboard,Accessories,East,Online,47,258,363
2028-01-17,Mouse,Accessories,South,Store,9,472,431
2028-01-18,Mouse,Accessories,South,Store,34,402,200
2028-01-19,Tablet,Electronics,South,Store,17,801,275
2028-01-20,Keyboard,Accessories,West,Store,27,67,36
2028-01-21,Printer,Electronics,East,Store,29,336,202
2028-01-22,Headphones,Accessories,South,Online,37,228,129
2028-01-23,Headphones,Accessories,North,Online,43,1162,447
2028-01-24,Mouse,Accessories,North,Store,22,596,469
2028-01-25,Keyboard,Accessories,West,Store,24,334,495
2028-01-26,Keyboard,Accessories,North,Online,7,773,291
2028-01-27,Printer,Electronics,South,Online,34,1079,388
2028-01-28,Tablet,Electronics,North,Store,48,934,63
2028-01-29,Monitor,Electronics,South,Store,12,774,262
2028-01-30,Headphones,Accessories,North,Online,23,573,453
2028-01-31,Tablet,Electronics,East,Online,15,422,119
2028-02-01,Laptop,Electronics,West,Store,33,1150,277
2028-02-02,Headphones,Accessories,West,Online,13,58,201
2028-02-03,Tablet,Electronics,East,Online,23,600,45
2028-02-04,Headphones,Accessories,East,Store,38,199,167
2028-02-05,Monitor,Electronics,West,Store,32,31,444
2028-02-06,Laptop,Electronics,East,Store,45,1382,109
2028-02-07,Monitor,Electronics,South,Online,35,962,45
2028-02-08,Printer,Electronics,North,Store,1,567,211
2028-02-09,Laptop,Electronics,West,Online,47,1169,27
2028-02-10,Mouse,Accessories,East,Store,45,82,86
2028-02-11,Tablet,Electronics,South,Store,5,863,290
2028-02-12,Laptop,Electronics,West,Online,13,1125,384
2028-02-13,Printer,Electronics,East,Online,5,1028,156
2028-02-14,Printer,Electronics,West,Store,32,1342,264
2028-02-15,Monitor,Electronics,East,Store,21,53,264
2028-02-16,Headphones,Accessories,West,Online,24,771,21
2028-02-17,Laptop,Electronics,South,Store,18,68,255
2028-02-18,Tablet,Electronics,South,Online,21,677,190
2028-02-19,Laptop,Electronics,North,Online,10,720,449
2028-02-20,Keyboard,Accessories,West,Store,24,1100,463
2028-02-21,Headphones,Accessories,North,Online,40,128,231
2028-02-22,Tablet,Electronics,West,Online,47,1004,185
2028-02-23,Tablet,Electronics,East,Online,21,43,325
2028-02-24,Mouse,Accessories,East,Store,25,240,182
2028-02-25,Monitor,Electronics,North,Online,23,334,396
2028-02-26,Mouse,Accessories,West,Store,22,313,480
2028-02-27,Tablet,Electronics,North,Store,4,1053,402
2028-02-28,Headphones,Accessories,South,Store,34,1039,462
2028-02-29,Laptop,Electronics,North,Online,6,1037,416
2028-03-01,Laptop,Electronics,North,Online,28,657,201
2028-03-02,Headphones,Accessories,East,Store,31,286,64
2028-03-03,Tablet,Electronics,North,Store,35,107,443
2028-03-04,Printer,Electronics,West,Online,39,474,395
2028-03-05,Laptop,Electronics,East,Store,42,1191,42
2028-03-06,Printer,Electronics,North,Store,23,776,220
2028-03-07,Laptop,Electronics,South,Online,6,450,16
2028-03-08,Laptop,Electronics,North,Store,16,930,323
2028-03-09,Monitor,Electronics,North,Online,2,261,284
2028-03-10,Monitor,Electronics,North,Online,24,721,182
2028-03-11,Keyboard,Accessories,East,Store,17,921,390
2028-03-12,Mouse,Accessories,West,Online,45,760,43
2028-03-13,Headphones,Accessories,South,Online,1,85,460
2028-03-14,Headphones,Accessories,North,Online,6,991,388
2028-03-15,Headphones,Accessories,West,Store,5,397,187
2028-03-16,Keyboard,Accessories,West,Store,45,407,389
2028-03-17,Monitor,Electronics,East,Store,29,800,481
2028-03-18,Tablet,Electronics,South,Online,12,228,262
2028-03-19,Printer,Electronics,East,Online,39,1458,173
2028-03-20,Printer,Electronics,West,Store,47,35,440
2028-03-21,Tablet,Electronics,West,Store,3,1340,53
2028-03-22,Keyboard,Accessories,West,Online,48,1005,219
2028-03-23,Tablet,Electronics,East,Store,1,1263,45
2028-03-24,Headphones,Accessories,South,Store,27,386,393
2028-03-25,Mouse,Accessories,North,Store,48,799,259
2028-03-26,Laptop,Electronics,East,Store,24,1272,194
2028-03-27,Printer,Electronics,West,Store,44,459,408
2028-03-28,Monitor,Electronics,East,Online,19,709,470
2028-03-29,Monitor,Electronics,West,Store,8,1493,346
2028-03-30,Keyboard,Accessories,North,Store,44,1079,461
2028-03-31,Monitor,Electronics,North,Online,47,866,60
2028-04-01,Headphones,Accessories,South,Online,2,441,165
2028-04-02,Printer,Electronics,West,Online,30,1232,159
2028-04-03,Tablet,Electronics,South,Online,30,1221,150
2028-04-04,Headphones,Accessories,South,Store,49,627,110
2028-04-05,Keyboard,Accessories,North,Store,39,1358,487
2028-04-06,Headphones,Accessories,East,Store,45,39,36
2028-04-07,Tablet,Electronics,East,Store,32,695,2
2028-04-08,Mouse,Accessories,South,Online,1,401,482
2028-04-09,Keyboard,Accessories,North,Online,38,628,12
2028-04-10,Mouse,Accessories,West,Store,13,162,161
2028-04-11,Laptop,Electronics,East,Store,11,81,343
2028-04-12,Mouse,Accessories,South,Store,10,1285,448
2028-04-13,Laptop,Electronics,East,Store,48,257,331
2028-04-14,Laptop,Electronics,East,Online,26,1174,263
2028-04-15,Mouse,Accessories,West,Store,20,1166,82
2028-04-16,Keyboard,Accessories,North,Online,17,1483,264
2028-04-17,Tablet,Electronics,West,Online,17,946,411
2028-04-18,Headphones,Accessories,North,Online,4,361,333
2028-04-19,Headphones,Accessories,East,Online,5,1462,379
2028-04-20,Tablet,Electronics,South,Store,23,474,218
2028-04-21,Printer,Electronics,West,Store,46,1241,145
2028-04-22,Printer,Electronics,North,Store,10,301,297
2028-04-23,Laptop,Electronics,East,Store,46,905,296
2028-04-24,Laptop,Electronics,North,Online,28,1044,453
2028-04-25,Keyboard,Accessories,North,Online,33,742,160
2028-04-26,Monitor,Electronics,North,Online,43,1375,228
2028-04-27,Mouse,Accessories,East,Store,26,1255,233
2028-04-28,Laptop,Electronics,South,Online,48,106,88
2028-04-29,Headphones,Accessories,South,Online,29,684,332
2028-04-30,Keyboard,Accessories,South,Online,27,881,309
2028-05-01,Mouse,Accessories,North,Online,18,80,214
2028-05-02,Keyboard,Accessories,East,Store,40,816,419
2028-05-03,Mouse,Accessories,North,Online,10,114,96
2028-05-04,Mouse,Accessories,South,Online,42,805,212
2028-05-05,Tablet,Electronics,South,Store,5,1190,353
2028-05-06,Laptop,Electronics,East,Store,10,1289,311
2028-05-07,Keyboard,Accessories,North,Store,21,980,99
2028-05-08,Keyboard,Accessories,West,Online,24,316,144
2028-05-09,Tablet,Electronics,West,Online,38,1166,9
2028-05-10,Headphones,Accessories,South,Online,3,713,470
2028-05-11,Headphones,Accessories,East,Online,40,1499,43
2028-05-12,Printer,Electronics,North,Store,31,418,250
2028-05-13,Laptop,Electronics,North,Online,41,965,385
2028-05-14,Laptop,Electronics,South,Online,37,1274,226
2028-05-15,Monitor,Electronics,South,Store,2,553,397
2028-05-16,Tablet,Electronics,North,Store,2,421,248
2028-05-17,Headphones,Accessories,North,Store,39,149,494
2028-05-18,Mouse,Accessories,South,Online,49,311,492
2028-05-19,Keyboard,Accessories,North,Online,42,295,168
2028-05-20,Laptop,Electronics,West,Online,44,931,129
2028-05-21,Keyboard,Accessories,South,Online,34,1419,18
2028-05-22,Keyboard,Accessories,North,Online,42,945,335
2028-05-23,Monitor,Electronics,South,Store,20,74,234
2028-05-24,Headphones,Accessories,East,Store,33,758,491
2028-05-25,Laptop,Electronics,South,Online,4,1069,344
2028-05-26,Keyboard,Accessories,South,Online,45,1484,0
2028-05-27,Laptop,Electronics,East,Online,44,784,129
2028-05-28,Mouse,Accessories,West,Online,11,1240,495
2028-05-29,Monitor,Electronics,North,Online,42,661,26
2028-05-30,Mouse,Accessories,East,Store,47,1286,1
2028-05-31,Laptop,Electronics,South,Store,5,743,249
2028-06-01,Printer,Electronics,North,Store,25,1233,221
2028-06-02,Laptop,Electronics,East,Online,49,821,434
2028-06-03,Headphones,Accessories,North,Online,37,757,137
2028-06-04,Keyboard,Accessories,North,Store,34,777,274
2028-06-05,Keyboard,Accessories,East,Store,9,586,489
2028-06-06,Mouse,Accessories,North,Online,6,1319,463
2028-06-07,Monitor,Electronics,West,Store,18,1452,140
2028-06-08,Printer,Electronics,East,Store,14,359,431
2028-06-09,Tablet,Electronics,West,Online,19,172,255
2028-06-10,Keyboard,Accessories,South,Store,14,1441,369
2028-06-11,Headphones,Accessories,North,Store,40,1487,311
2028-06-12,Mouse,Accessories,South,Store,17,1023,455
2028-06-13,Mouse,Accessories,South,Online,35,446,439
2028-06-14,Tablet,Electronics,North,Store,29,1022,433
2028-06-15,Headphones,Accessories,East,Store,42,223,94
2028-06-16,Monitor,Electronics,North,Store,17,1155,172
2028-06-17,Headphones,Accessories,South,Online,43,344,472
2028-06-18,Monitor,Electronics,South,Online,8,1301,442
2028-06-19,Headphones,Accessories,East,Store,1,969,422
2028-06-20,Headphones,Accessories,North,Online,45,970,404
2028-06-21,Laptop,Electronics,South,Store,36,1393,438
2028-06-22,Mouse,Accessories,West,Online,7,958,56
2028-06-23,Headphones,Accessories,South,Online,46,976,497
2028-06-24,Tablet,Electronics,South,Store,5,913,101
2028-06-25,Headphones,Accessories,East,Store,24,454,168
2028-06-26,Keyboard,Accessories,West,Store,28,1469,476
2028-06-27,Mouse,Accessories,South,Online,43,1323,69
2028-06-28,Keyboard,Accessories,South,Store,17,390,337
2028-06-29,Mouse,Accessories,West,Online,37,952,48
2028-06-30,Keyboard,Accessories,North,Online,20,268,427
2028-07-01,Headphones,Accessories,North,Store,3,910,418
2028-07-02,Headphones,Accessories,South,Online,37,200,346
2028-07-03,Laptop,Electronics,South,Store,26,722,4
2028-07-04,Tablet,Electronics,North,Online,15,1018,454
2028-07-05,Keyboard,Accessories,East,Store,48,97,201
2028-07-06,Monitor,Electronics,West,Online,8,938,201
2028-07-07,Laptop,Electronics,West,Online,13,904,178
2028-07-08,Keyboard,Accessories,East,Store,48,355,56
2028-07-09,Keyboard,Accessories,East,Online,3,69,185
2028-07-10,Laptop,Electronics,East,Store,1,104,91
2028-07-11,Headphones,Accessories,East,Online,9,714,291
2028-07-12,Keyboard,Accessories,East,Online,31,23,393
2028-07-13,Headphones,Accessories,East,Online,41,1012,433
2028-07-14,Laptop,Electronics,West,Store,26,336,482
2028-07-15,Headphones,Accessories,East,Store,17,1154,226
